sID,conversation_id,message_id,user_query,dewey_match,response,routing,risk,risk_note,created_at,Accurate?,Notes,Expert review,Lang,coding_ID,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,original_coder_notes,risk_amt,risk_note_coders,mutiple_coders_flag,coding_stage,coding_time,sent_post,human_code,model_code
371,195188,1266887,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/5/24 12:46,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
372,195187,1266885,What happens if you are registered to vote but do not vote in an election?,What if I'm not registered to vote?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">What if I'm not registered to vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What happens if I applied for a mail ballot but decide not to fill it out and instead go to my polling place on Election Day?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I forgot to register?</a></div>",suggestion,,,11/5/24 12:46,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
373,195186,1266883,When do the polls cllose,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,11/5/24 12:45,,,,en,,,,,,[],,,1,,,,,,,EL_Polling Loc/Time
374,195185,1266879,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/5/24 12:45,,,,en,,,,,,[],,,1,,,,,,,G_State Basic
375,195181,1266873,Who is running in the 15th congressional district?,Who is running in the 15th congressional district?,"Zach Womer is the Democratic candidate and Glenn ""GT"" Thompson is the Republican incumbent running to represent Pennsylvania's 15th Congressional District in the U.S. House of Representatives.",exact,,,11/5/24 12:44,,,,en,,,,,,[],,,1,,,,,,,G_House Basic
376,195181,1266871,what does representative in congress 15th district do,Who is running in the 15th congressional district?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running in the 15th congressional district?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What does the representative in the general assembly do?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running in the 5th congressional district?</a></div>",suggestion,,,11/5/24 12:44,,,,en,,,,,,[],,,1,,,,,,,G_House Basic
377,195182,1266869,What are the hours for polling places on election day?,What are the hours for polling places on election day?,"Polls open at 7 a.m and close at 8 p.m. If youâ€™re in line when the polls close, make sure you stay in line â€” you can still vote.",exact,,,11/5/24 12:44,,,,en,,,,,,[],,,1,,,,,,,EL_Polling Loc/Time
378,195183,1266867,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",exact,,,11/5/24 12:44,,,,en,,,,,,[],,,1,,,,,,,G_State Basic
379,195181,1266863,What are the key responsibilities of the Pennsylvania State Treasurer?,What are the key responsibilities of the Pennsylvania State Treasurer?,"The Pennsylvania state treasurer is responsible for managing state dollars, which includes investing savings, managing withdrawals, and ensuring bills are paid. The treasurer oversees approximately $50 billion in state savings and sits on the boards of the two public sector pension funds, SERS and PSERS. Additional duties include reporting on state finances, advocating for fiscal policies, and administering various tax-free savings programs, such as Keystone Scholars. The office also disburses payments for unemployment compensation and manages a program for recouping unclaimed property.",exact,,,11/5/24 12:41,,,,en,,,,,,[],,,1,,,,,,,G_State Basic
380,195180,1266859,Can you bring bag,Can I bring a water bottle with me to the polling place?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,11/5/24 12:41,,,,tl,,,,,,[],,,1,,,,,,,EL_Voting Req
381,195180,1266859,Can you bring bag,What do I need to bring to vote?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,11/5/24 12:41,,,,tl,,,,,,[],,,1,,,,,,,EL_Voting Req
382,195178,1266853,Where can I apply for ballot and vote same day?,Where can I apply for ballot and vote same day?,"In Pennsylvania, once your county's ballot is finalized and available, you can go to your local elections office, ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html?gad_source=1&amp;gclid=Cj0KCQjw4Oe4BhCcARIsADQ0cskxfazlG-A_Ysr9eBak3QHAql2Cqhne583uJTj9Dz9MIyieO0hIq8saAl8iEALw_wcB#accordion-dd009c8253-item-87c688b583"" request your mail ballot, receive it, complete it, and submit it all in the same visit.",exact,,,11/5/24 12:39,,,,en,,,,,,[],,,1,,,,,,,EL_EV
383,195177,1266841,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/5/24 12:38,,,,en,,,,,,[],,,1,,,,,,,G_State Basic
384,195175,1266837,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/5/24 12:38,,,,en,,,,,,[],,,1,,,,,,,G_State Basic
385,195174,1266829,Can I vote if my registration is inactive?,Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and havenâ€™t responded to a county notice about their registration. If thatâ€™s your status, you can still vote on election day. Youâ€™ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,11/5/24 12:34,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
386,195174,1266827,what do i do if my status is inactive,Why does my registration status say inactive?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Why does my registration status say inactive?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if my registration is inactive?</a></div>",suggestion,,,11/5/24 12:34,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
387,195173,1266816,Should I go to my old poll location?,Can I vote at my old polling place?,"If you moved within Pennsylvania less than 30 days before the election, you should vote at the polling place that corresponds to your old address. If you moved longer ago but havenâ€™t gotten around to updating your voter registration yet, you can still vote using the old address for one election. But after that, you must update your address. You can read more about ""https://www.pa.gov/en/agencies/vote/voter-registration/update-my-registration.html"" moving and voter registration on the Department of State's website.",exact,,,11/5/24 12:31,,,,en,,,,,,[],,,1,,,,,,,EL_Mail-in
388,195171,1266812,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/5/24 12:31,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
389,195170,1266809,Can you in person vote online?,Can I vote electronically?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can everyone vote in person?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">I have filled out my mail-in ballot can I still do an in person ballot?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If I received a mail in ballot, can I still vote in person?</a></div>",suggestion,,,11/5/24 12:30,,,,en,,,,,,[],,,1,,,,,,,EL_Voting Req
390,195169,1266807,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/5/24 12:28,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
