coding_ID,sID,conversation_id,message_id,user_query,dewey_match,response,created_at,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,coder_notes,risk_amt,risk_note,coder_name,mutiple_coders_flag,coding_stage,coding_time
235,"3,348","173,347","1,094,198",Can i cure my mail in ballot,Can my mail-in ballot be cured?,Whether you can cure your mail ballot depends on where you live. Some Pennsylvania counties do some form of outreach to voters who made a mistake on their mail ballot (like failing to date the return envelope) and give them the opportunity to fix it. Other counties claim this isnâ€™t lawful and do not allow it. Contact your county election office to learn about its policy.,01/01/1970,[EL],[Mail-in],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
236,"3,348","173,347","1,094,198",Can i cure my mail in ballot,Can my mail-in ballot be cured?,Whether you can cure your mail ballot depends on where you live. Some Pennsylvania counties do some form of outreach to voters who made a mistake on their mail ballot (like failing to date the return envelope) and give them the opportunity to fix it. Other counties claim this isnâ€™t lawful and do not allow it. Contact your county election office to learn about its policy.,01/01/1970,[EL],[Mail-in],[NEU],"[Near, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
237,"3,348","173,347","1,094,198",Can i cure my mail in ballot,Can my mail-in ballot be cured?,Whether you can cure your mail ballot depends on where you live. Some Pennsylvania counties do some form of outreach to voters who made a mistake on their mail ballot (like failing to date the return envelope) and give them the opportunity to fix it. Other counties claim this isnâ€™t lawful and do not allow it. Contact your county election office to learn about its policy.,01/01/1970,[EL],[Mail-in],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
238,"3,349","173,332","1,094,043",who are the candidates,What are the names of the candidates?,"On the 2024 Pennsylvania ballot, voters will find candidates for president, U.S. House, and U.S. Senate. All voters will see candidates for state House, while voters in odd-numbered state Senate districts will also see candidates for that chamber. Additionally, Pennsylvania voters will see candidates for the stateâ€™s three row offices â€” attorney general, auditor general, and treasurer â€” on the ballot. You can find the candidates for most state and national offices through Spotlight PA's Election Center or your county election office.",01/01/1970,[G],[Elect Basic],N,"[Suggestion, Not Align]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
239,"3,349","173,332","1,094,043",who are the candidates,What are the names of the candidates?,"On the 2024 Pennsylvania ballot, voters will find candidates for president, U.S. House, and U.S. Senate. All voters will see candidates for state House, while voters in odd-numbered state Senate districts will also see candidates for that chamber. Additionally, Pennsylvania voters will see candidates for the stateâ€™s three row offices â€” attorney general, auditor general, and treasurer â€” on the ballot. You can find the candidates for most state and national offices through Spotlight PA's Election Center or your county election office.",01/01/1970,[G],[State Basic],[NEU],"[Exact, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
240,"3,349","173,332","1,094,043",who are the candidates,What are the names of the candidates?,"On the 2024 Pennsylvania ballot, voters will find candidates for president, U.S. House, and U.S. Senate. All voters will see candidates for state House, while voters in odd-numbered state Senate districts will also see candidates for that chamber. Additionally, Pennsylvania voters will see candidates for the stateâ€™s three row offices â€” attorney general, auditor general, and treasurer â€” on the ballot. You can find the candidates for most state and national offices through Spotlight PA's Election Center or your county election office.",01/01/1970,[G],[Elect Basic],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
241,"3,351","172,837","1,089,552",What are you doing to protect polling places,What are the rules around polling place conduct?,I'm checking to see if we're on the same page. Do any of these questions spark something? What are the rules around polling place conduct? What is being done by the state to counter voter suppression? Are poll watchers allowed in polling places?,01/01/1970,[EL],[Voting Req],N,"[Suggestion, Not Align]",[FLAG],,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
242,"3,351","172,837","1,089,552",What are you doing to protect polling places,What are the rules around polling place conduct?,I'm checking to see if we're on the same page. Do any of these questions spark something? What are the rules around polling place conduct? What is being done by the state to counter voter suppression? Are poll watchers allowed in polling places?,01/01/1970,[EL],[Voting Req],[NEG],"[Suggestion, Align]",[FLAG],,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
243,"3,351","172,837","1,089,552",What are you doing to protect polling places,What are the rules around polling place conduct?,I'm checking to see if we're on the same page. Do any of these questions spark something? What are the rules around polling place conduct? What is being done by the state to counter voter suppression? Are poll watchers allowed in polling places?,01/01/1970,[EL],[Rec/Res],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
244,"3,355","172,577","1,087,388",Who has endorsed democratic candidate in the 160th Elizabeth Moro,Who has endorsed Malcolm Kenyatta?,Let's make sure you get the resources you need. Do one of these questions resonate? Who has endorsed Malcolm Kenyatta? Who has endorsed Erin McClelland? Who has endorsed Eugene DePasquale?,01/01/1970,[EA],[Endor/Infl],N,"[Suggestion, Not Align]",,[DISTRICT],,1,,mifranz1057@gmail.com,True,2.0,19:01:45
245,"3,355","172,577","1,087,388",Who has endorsed democratic candidate in the 160th Elizabeth Moro,Who has endorsed Malcolm Kenyatta?,Let's make sure you get the resources you need. Do one of these questions resonate? Who has endorsed Malcolm Kenyatta? Who has endorsed Erin McClelland? Who has endorsed Eugene DePasquale?,01/01/1970,[EA],[Endor/Infl],[NEU],"[Suggestion, Not Align]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
246,"3,355","172,577","1,087,388",Who has endorsed democratic candidate in the 160th Elizabeth Moro,Who has endorsed Malcolm Kenyatta?,Let's make sure you get the resources you need. Do one of these questions resonate? Who has endorsed Malcolm Kenyatta? Who has endorsed Erin McClelland? Who has endorsed Eugene DePasquale?,01/01/1970,[EA],[Endor/Infl],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
247,"3,356","172,577","1,087,386",Who has endorsed Elizabeth Moro,Who has endorsed Erin McClelland?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Who has endorsed Erin McClelland? Who has endorsed Tim DeFoor? Who has endorsed Stacy Garrity?,01/01/1970,[EA],[Endor/Infl],N,"[Suggestion, Not Align]",,[DISTRICT],,1,,mifranz1057@gmail.com,True,2.0,19:03:09
248,"3,356","172,577","1,087,386",Who has endorsed Elizabeth Moro,Who has endorsed Erin McClelland?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Who has endorsed Erin McClelland? Who has endorsed Tim DeFoor? Who has endorsed Stacy Garrity?,01/01/1970,[EA],[Endor/Infl],[NEU],"[Suggestion, Not Align]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
249,"3,356","172,577","1,087,386",Who has endorsed Elizabeth Moro,Who has endorsed Erin McClelland?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Who has endorsed Erin McClelland? Who has endorsed Tim DeFoor? Who has endorsed Stacy Garrity?,01/01/1970,[EA],[Endor/Infl],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
250,"3,357","172,577","1,087,379",How are Elizabeth Moroâ€™s chances to win against Craig Williams in the 160th district,Who will win the congressional race?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running in the congressional election? Who has endorsed Craig Williams? Who is running for PA House of Representatives?,01/01/1970,[EA],[Polling Fore],N,"[Suggestion, Not Align]",,[DISTRICT],,1,,mifranz1057@gmail.com,True,2.0,19:03:20
251,"3,357","172,577","1,087,379",How are Elizabeth Moroâ€™s chances to win against Craig Williams in the 160th district,Who will win the congressional race?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running in the congressional election? Who has endorsed Craig Williams? Who is running for PA House of Representatives?,01/01/1970,[EA],[Polling Fore],[NEU],"[Suggestion, Not Align]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
252,"3,357","172,577","1,087,379",How are Elizabeth Moroâ€™s chances to win against Craig Williams in the 160th district,Who will win the congressional race?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running in the congressional election? Who has endorsed Craig Williams? Who is running for PA House of Representatives?,01/01/1970,[EA],[Polling Fore],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
253,"3,364","172,837","1,089,556",What is being done by the state to counter voter suppression?,What is being done by the state to counter voter suppression?,"State and federal laws prohibit discriminatory conduct and voter intimidation, with penalties for those who violate these laws. Officials urge voters to report instances of voter intimidation to their county board of elections, the district attorney, and the Department of State at 1-877-VOTESPA. These entities are responsible for investigating and prosecuting any alleged violations of the Election Code, with the Office of Attorney General also having authority to address voter intimidation.",01/01/1970,[EL],[Voting Req],N,"[Exact, Accept]",[FLAG],,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
